state_abbr,data_year,Aggravated Assault,All Other Offenses (Except Traffic),Arson,Burglary,Curfew and Loitering Law Violations,Disorderly Conduct,Driving Under the Influence,Drug Abuse Violations - Grand Total,Drunkenness,Embezzlement,Forgery and Counterfeiting,Fraud,Gambling - Total,Human Trafficking - Commercial Sex Acts,Human Trafficking - Involuntary Servitude,Larceny - Theft,Liquor Laws,Manslaughter by Negligence,Motor Vehicle Theft,Murder and Nonnegligent Manslaughter,Offenses Against the Family and Children,Prostitution and Commercialized Vice,Rape,Robbery,Simple Assault,"Stolen Property: Buying, Receiving, Possessing",Suspicion,Vagrancy,Vandalism,"Weapons: Carrying, Possessing, Etc.","Sex Offenses (Except Rape, and Prostitution and Commercialized Vice)",Population,Aggravated Assault_rate,All Other Offenses (Except Traffic)_rate,Arson_rate,Burglary_rate,Curfew and Loitering Law Violations_rate,Disorderly Conduct_rate,Driving Under the Influence_rate,Drug Abuse Violations - Grand Total_rate,Drunkenness_rate,Embezzlement_rate,Forgery and Counterfeiting_rate,Fraud_rate,Gambling - Total_rate,Human Trafficking - Commercial Sex Acts_rate,Human Trafficking - Involuntary Servitude_rate,Larceny - Theft_rate,Liquor Laws_rate,Manslaughter by Negligence_rate,Motor Vehicle Theft_rate,Murder and Nonnegligent Manslaughter_rate,Offenses Against the Family and Children_rate,Prostitution and Commercialized Vice_rate,Rape_rate,Robbery_rate,Simple Assault_rate,"Stolen Property: Buying, Receiving, Possessing_rate",Suspicion_rate,Vagrancy_rate,Vandalism_rate,"Weapons: Carrying, Possessing, Etc._rate","Sex Offenses (Except Rape, and Prostitution and Commercialized Vice)_rate"
NJ,2020,6671,47703,159,2783,217,7642,14403,37845,69,107,580,1939,65,23,6,12600,927,13,589,164,2659,300,328,1781,18879,2454,56,143,2833,3642,778,9272392,71.94475816,514.462719,1.714767883,30.0138303,2.340280696,82.41670542,155.3320869,408.1471103,0.744144553,1.153963292,6.255128127,20.91154041,0.701005738,0.248048184,0.064708222,135.8872662,9.997420299,0.140201148,6.35219046,1.768691401,28.67652705,3.2354111,3.537382803,19.20755723,203.6044205,26.4656628,0.603943405,1.542212624,30.55306549,39.27789075,8.390499453
NJ,2021,4059,25005,81,1205,57,3566,9913,9272,9,70,286,620,8,0,20,6533,173,10,417,176,1195,181,211,888,11615,1316,7,83,1572,2448,532,9269175,43.79030496,269.7651085,0.873864179,13.00007822,0.614941459,38.47160076,106.9458717,100.0304774,0.09709602,0.755191266,3.085495743,6.688836925,0.086307573,0,0.215768933,70.48092198,1.866401271,0.107884467,4.498782254,1.898766611,12.89219375,1.952708844,2.276362244,9.580140627,125.3078079,14.19759579,0.075519127,0.895441072,16.95943814,26.41011741,5.739453619
NJ,2022,5928,37961,130,2030,90,4902,12810,10278,14,137,614,936,12,0,18,13347,244,29,621,163,1023,299,233,1255,17467,1930,38,225,2160,3790,583,9260817,64.01163094,409.9098384,1.403763836,21.92031221,0.971836502,52.93269482,138.3247288,110.9837285,0.151174567,1.47935112,6.630084581,10.10709962,0.1295782,0,0.1943673,144.1233533,2.634756739,0.313147317,6.705671865,1.760103887,11.04654157,3.228656824,2.515976722,13.55172011,188.6118687,20.84049388,0.410330968,2.429591255,23.32407605,40.92511492,6.295340897
NM,2014,3797,43921,55,1573,0,2661,8562,6611,80,199,231,648,6,0,0,10143,3054,8,374,114,1420,162,145,267,9267,817,19,63,1097,571,140,2090236,181.654129,2101.245984,2.631281827,75.25466024,0,127.3061989,409.6188182,316.2800756,3.82731902,9.520456063,11.05138367,31.00128407,0.287048927,0,0,485.2562103,146.1079036,0.382731902,17.89271642,5.453929604,67.93491261,7.750321016,6.937015725,12.77367723,443.347067,39.0864955,0.908988267,3.014013729,52.48211207,27.31748951,6.697808286
NM,2015,3926,41972,337,1253,5,2873,9844,8569,2782,209,301,613,1,0,0,10130,2933,9,466,92,1693,62,134,402,9852,1195,46,104,1374,661,139,2090071,187.8405088,2008.161445,16.12385417,59.95011653,0.239226323,137.4594452,470.9887846,409.9860722,133.1055261,9.999660299,14.40142464,29.32914719,0.047845265,0,0,484.6725303,140.330161,0.430607381,22.2958933,4.401764342,81.00203295,2.966406404,6.411265455,19.23379636,471.3715467,57.17509118,2.200882171,4.975907517,65.73939354,31.62571989,6.650491778
NM,2016,4030,40584,650,1114,10,2267,8274,8340,1959,267,322,746,1,0,0,9393,2406,12,552,79,1444,47,136,408,9617,1662,58,255,1395,688,108,2092555,192.5875306,1939.447231,31.06250493,53.2363546,0.477884691,108.3364595,395.4017935,398.5558325,93.61761101,12.75952126,15.38788706,35.65019796,0.047788469,0,0,448.8770904,114.9790567,0.573461629,26.37923495,3.775289061,69.00654941,2.246058049,6.4992318,19.4976954,459.5817075,79.42443568,2.771731209,12.18605963,66.66491442,32.87846675,5.161154665
NM,2017,4218,41874,474,1292,1,2104,8114,7727,1770,164,272,605,1,0,0,7045,1814,13,420,61,1610,37,127,474,9219,1537,13,103,1177,555,131,2092844,201.5439278,2000.818026,22.64860639,61.73417608,0.04778187,100.5330545,387.7020934,369.2105097,84.57390995,7.836226685,12.99666865,28.90803137,0.04778187,0,0,336.6232744,86.67631223,0.62116431,20.06838541,2.914694072,76.92881075,1.767929191,6.068297494,22.64860639,440.5010598,73.44073424,0.62116431,4.921532613,56.23926102,26.51893787,6.259424974
NM,2018,4454,42346,52,1112,1,1924,7876,6804,1999,146,218,477,3,0,0,6381,1638,7,454,85,1579,91,114,471,9419,1253,12,61,1183,657,77,2093754,212.7279518,2022.491659,2.483577345,53.1103463,0.047761103,91.89236176,376.1664455,324.9665433,95.47444447,6.973121007,10.41192041,22.78204603,0.143283308,0,0,304.7635969,78.23268636,0.334327719,21.68354066,4.059693737,75.4147813,4.346260353,5.444765717,22.49547941,449.8618271,59.84466179,0.573133233,2.91342727,56.50138459,31.37904453,3.677604914
NM,2019,4049,37067,46,976,14,1984,7538,5434,2136,156,173,459,3,0,1,5808,1616,3,415,84,2032,48,99,339,8929,974,15,92,1436,662,85,2099634,192.8431336,1765.402923,2.190858026,46.48429202,0.666782877,94.4926592,359.0149521,258.8070111,101.7320162,7.429866348,8.239531271,21.86095291,0.142882045,0,0.047627348,276.6196394,76.96579499,0.142882045,19.76534958,4.000697264,96.77877192,2.286112723,4.71510749,16.1456711,425.2645937,46.38903733,0.714410226,4.381716051,68.39287228,31.52930463,4.048324613
NM,2020,3480,23209,44,865,2,1456,5520,3929,1458,103,69,187,5,2,0,4273,1029,8,397,52,2699,35,77,284,7667,873,10,89,1605,673,52,2118488,164.2681006,1095.545502,2.076952997,40.83100778,0.094406954,68.7282628,260.5631941,185.4624619,68.82266975,4.861958151,3.257039927,8.827050236,0.236017386,0.094406954,0,201.7004581,48.57237804,0.377627818,18.73978045,2.454580814,127.402185,1.652121702,3.634667744,13.40578752,361.9090597,41.20863559,0.472034772,4.201109471,75.7615809,31.76794015,2.454580814
NM,2021,2955,14961,32,747,0,1331,4601,2716,0,98,41,156,1,0,0,2922,889,6,323,59,872,12,66,235,8936,753,0,66,1549,565,44,2116950,139.5876143,706.7242967,1.511608682,35.28661518,0,62.87347363,217.3409859,128.2977869,0,4.62930159,1.936748624,7.369092326,0.047237771,0,0,138.0287678,41.99437871,0.283426628,15.25780014,2.787028508,41.19133659,0.566853256,3.117692907,11.10087626,422.1167245,35.57004181,0,3.117692907,73.17130778,26.6893408,2.078461938
NM,2022,2613,14123,39,803,2,1411,5218,2787,0,90,58,177,0,0,0,3907,797,5,345,44,953,16,26,203,9163,1066,0,121,1563,600,43,2113476,123.6351868,668.2356459,1.845301295,37.99428051,0.094630836,66.76205455,246.8918502,131.8680695,0,4.258387604,2.744294234,8.374828955,0,0,0,184.8613374,37.71038801,0.236577089,16.32381915,2.081878384,45.09159319,0.757046685,1.230200863,9.605029818,433.5511735,50.4382354,0,5.725165557,73.95399806,28.38925069,2.034562966
NY,2014,8531,47476,298,7198,0,8731,30546,64385,0,52,2713,5378,82,0,0,47495,2467,15,1778,216,551,923,469,3614,32185,4227,0,797,15000,3437,2159,19653431,43.40717913,241.5659637,1.51627469,36.62464839,0,44.42481315,155.4232439,327.601832,0,0.264584845,13.80420548,27.3641788,0.417229948,0,0,241.662639,12.55251564,0.076322552,9.04676644,1.099044742,2.803581726,4.696381003,2.386351777,18.38864675,163.7627547,21.50769502,0,4.055271571,76.32255152,17.48804064,10.98535925
NY,2015,8698,47286,282,6427,0,7287,30361,25013,0,74,2795,5045,78,0,0,45308,1873,11,1811,268,604,869,1164,3646,31396,3756,0,731,14915,3535,2007,19657321,44.24814551,240.5515991,1.434580022,32.69519789,0,37.07015824,154.4513619,127.2452131,0,0.376450077,14.21862114,25.66473834,0.39679873,0,0,230.4891903,9.528256673,0.055958795,9.212852555,1.363359738,3.072646573,4.420744821,5.921457965,18.54779703,159.7165758,19.10738498,0,3.718716299,75.87503913,17.98312191,10.20993654
NY,2016,8765,44971,242,5950,0,6498,29984,25817,0,64,2852,4481,74,0,0,42550,1609,18,1856,263,611,632,1122,3337,30120,3527,0,566,15042,3677,2011,19636391,44.63651187,229.0186623,1.23240569,30.3008837,0,33.09162055,152.6960835,131.4752797,0,0.325925472,14.52405383,22.81987561,0.376851327,0,0,216.6895129,8.193970063,0.091666539,9.451838681,1.339349985,3.111569738,3.218514033,5.713880926,16.9939578,153.3886751,17.96154904,0,2.882403391,76.60267103,18.72543687,10.24118943
NY,2017,8594,44355,298,5480,0,5588,28533,76716,0,48,2730,4417,102,0,0,39002,1498,13,1812,274,576,688,1015,3236,29039,3368,0,629,14351,3583,1787,19593849,43.86070343,226.372062,1.520885457,27.96796076,0,28.51915415,145.6222307,391.5310361,0,0.244974839,13.93294396,22.54278881,0.520571532,0,0,199.0522638,7.645256427,0.066347352,9.247800164,1.398398038,2.939698065,3.511306023,5.180197112,16.51538705,148.2046738,17.18906785,0,3.210191117,73.24237315,18.28635099,9.120209102
NY,2018,8146,42343,282,4696,0,5271,27000,76108,0,37,2207,4142,45,0,0,36890,1106,11,1901,263,536,599,994,2798,28321,3006,0,593,13410,3354,1894,19544098,41.6801021,216.6536414,1.442890841,24.02771415,0,26.9697788,138.1491231,389.4167948,0,0.189315465,11.29241165,21.19309881,0.230248538,0,0,188.7526352,5.658997412,0.056282976,9.726721591,1.345674791,2.742515925,3.064863879,5.085934383,14.31634246,144.9081968,15.38060237,0,3.034164073,68.61406446,17.16119107,9.690905152
NY,2019,7622,36877,226,4060,0,3983,26268,57667,0,26,1814,3625,33,0,0,34087,734,21,1795,200,538,502,1019,2287,25270,2334,0,757,12390,2896,1634,19463131,39.16122231,189.4710568,1.161169804,20.85995311,0,20.46433331,134.962869,296.2884029,0,0.133585907,9.320185945,18.62495813,0.169551343,0,0,175.1362615,3.771232902,0.107896309,9.222565475,1.027583897,2.764200683,2.579235581,5.235539955,11.75042186,129.8352254,11.99190408,0,3.88940505,63.65882242,14.87941483,8.395360438
NY,2020,7187,25643,227,4558,0,1925,18284,35288,0,22,1408,1603,37,0,0,26119,259,8,1916,278,324,178,756,1911,20200,2467,0,146,11073,2832,1194,20104710,35.74784217,127.5472265,1.129088656,22.67130439,0,9.574870764,90.9438634,175.5210595,0,0.109427094,7.003334045,7.973256018,0.184036477,0,0,129.9148309,1.288255339,0.039791671,9.530105135,1.382760557,1.611562664,0.885364673,3.760312882,9.50523534,100.4739685,12.27075645,0,0.72619799,55.07664622,14.08625143,5.938906853
NY,2021,2528,12251,114,1317,0,701,4256,4160,0,16,257,321,7,1,0,7789,171,5,760,94,41,14,205,621,7830,560,0,16,4358,1152,278,19854526,12.73261321,61.70381504,0.574176387,6.633248258,0,3.530681115,21.43591844,20.95240148,0,0.08058616,1.294415188,1.616759826,0.035256445,0.005036635,0,39.2303498,0.86126458,0.025183175,3.827842579,0.473443687,0.206502034,0.07051289,1.032510169,3.127750317,39.43685183,2.820515584,0,0.08058616,21.94965521,5.802203488,1.400184522
NY,2022,7478,32255,258,4512,0,2035,21583,15490,0,49,1733,1395,27,0,0,28151,419,24,2190,274,633,136,784,1906,22162,2508,0,71,11463,4102,1343,19673200,38.0111014,163.9540085,1.311428746,22.93475388,0,10.34402131,109.7076226,78.73655531,0,0.249069801,8.808938048,7.09086473,0.137242543,0,0,143.0931419,2.129800947,0.121993372,11.13189517,1.39275766,3.217575178,0.691295773,3.985116809,9.688306935,112.6507126,12.74830734,0,0.360897058,58.26708416,20.85070045,6.826545758
NC,2014,12995,122487,286,13152,10,9432,41407,36919,0,1301,1937,13246,155,0,0,47989,5844,46,1169,518,6904,512,422,3485,49982,4041,0,311,6967,6647,1319,9937295,130.7699932,1232.599012,2.878046792,132.3499,0.100631007,94.91516555,416.6828096,371.5196137,0,13.09209398,19.492226,133.2958315,1.559780604,0,0,482.9181382,58.80876033,0.462902631,11.76376469,5.212686148,69.47564704,5.152307544,4.246628484,35.06990584,502.9738978,40.66498982,0,3.129624309,70.10962239,66.88943017,13.27322979
NC,2015,11548,104782,258,11392,20,8229,40058,25140,0,1347,1773,11550,128,0,0,43260,3752,53,1132,543,6297,486,392,3443,46765,3960,0,135,6150,6044,1202,10037218,115.0518002,1043.934684,2.570433361,113.4975847,0.1992584,81.98486872,399.0946495,250.4678089,0,13.42005325,17.66425717,115.071726,1.275253761,0,0,430.9959194,37.38087586,0.52803476,11.27802544,5.409865562,62.73650727,4.841979122,3.905464642,34.30233357,465.915954,39.45316322,0,1.344994201,61.27195803,60.21588851,11.97542985
NC,2016,11639,102548,266,11392,15,7021,36836,26219,0,1392,1759,10566,106,0,0,40639,3437,66,1211,702,5864,370,383,3614,45845,4117,0,15,5735,6294,1146,10161802,114.5367721,1009.151723,2.617645965,112.1061009,0.147611615,69.09207639,362.4947622,258.0152615,0,13.69835783,17.309922,103.9776213,1.043122076,0,0,399.9192269,33.82274128,0.649491104,11.91717768,6.908223561,57.70630052,3.641086492,3.769016558,35.56455833,451.1502979,40.51446781,0,0.147611615,56.43684063,61.93783347,11.27752735
NC,2017,11426,106175,241,10770,22,6816,34532,34041,0,1483,1805,9523,72,0,0,36282,2882,54,1509,605,5900,461,329,3230,41668,4443,0,14,5535,6774,1156,10275758,111.1937436,1033.257109,2.345325766,104.8097863,0.214096128,66.33087311,336.0530678,331.2748315,0,14.43202536,17.56561414,92.67442849,0.700678237,0,0,353.0834416,28.04659277,0.525508678,14.68504805,5.88764352,57.41668887,4.486287046,3.201710278,31.43320425,405.4980664,43.23768621,0,0.136242991,53.86463947,65.92214414,11.24977836
NC,2018,10729,107030,226,9414,5,5829,33628,38768,0,1247,1452,7674,70,0,0,32597,2329,64,1724,656,5981,348,340,3282,37522,4359,0,42,4929,6278,1019,10391358,103.2492577,1029.990498,2.174884168,90.59451132,0.048116906,56.09468945,323.6150655,373.0792453,0,12.00035645,13.97314961,73.84982791,0.673636689,0,0,313.6933594,22.41285499,0.615896402,16.59070932,6.312938116,57.55744341,3.348936684,3.271949634,31.58393734,361.0885122,41.94831898,0,0.404182014,47.4336463,60.41558765,9.806225519
NC,2019,7217,101912,221,6061,21,3549,14829,37950,1591,757,855,3512,29,1,0,23843,1679,19,1158,424,3741,252,243,2185,24057,3665,0,33,2950,3239,344,10501384,68.72427482,970.46256,2.104484514,57.71620198,0.199973642,33.79554543,141.2099586,361.380938,15.15038399,7.208573651,8.141783978,33.44321091,0.276154076,0.009522554,0,227.0462636,15.98836877,0.180928533,11.02711795,4.037563049,35.62387586,2.399683699,2.31398071,20.80678128,229.0840902,34.90016173,0,0.314244294,28.09153536,30.84355357,3.2757587
NC,2020,8131,88501,261,6579,33,2799,13478,37918,855,684,719,2969,21,0,2,22072,1391,39,1436,535,3131,182,241,2320,24370,3799,0,93,3048,3696,412,10453812,77.7802394,846.5906982,2.496696899,62.93398045,0.315674321,26.77492191,128.9290452,362.7193602,8.178834668,6.543067735,6.877873832,28.40112296,0.200883659,0,0.019131777,211.138291,13.3061509,0.373069652,13.73661589,5.117750348,29.9507969,1.740991707,2.305379129,22.19286132,233.1207028,36.34081041,0,0.889627631,29.15682815,35.3555239,3.941146062
NC,2021,8222,107641,240,5458,30,3197,14360,37363,0,634,562,2503,25,1,4,17021,1528,40,1378,614,2992,98,257,1789,23680,3613,0,216,3017,4375,447,10567100,77.80753471,1018.642769,2.271200235,51.65087867,0.283900029,30.25427979,135.8934807,353.5785599,0,5.999753953,5.318393883,23.68672578,0.236583358,0.009463334,0.037853337,161.0754133,14.45997483,0.378533372,13.04047468,5.810487267,28.31429626,0.927406762,2.432076918,16.92990508,224.0917565,34.19102687,0,2.044080211,28.55087962,41.40208761,4.230110437
NC,2022,7351,102688,210,5273,7,3029,13661,33156,0,720,520,2463,31,0,0,16440,1377,46,1323,509,3254,97,240,1542,23368,3460,0,145,2707,5146,406,10695965,68.72685167,960.062977,1.96335721,49.29896461,0.06544524,28.31909042,127.7210612,309.9860555,0,6.731510434,4.861646425,23.02737528,0.289828921,0,0,153.7028216,12.87401371,0.430068722,12.36915042,4.758803904,30.42268743,0.906884045,2.243836811,14.41665151,218.4749109,32.34864736,0,1.355651407,25.30860937,48.11160096,3.795823939
ND,2014,497,6671,15,236,87,1668,6739,3938,374,62,104,431,0,0,0,2730,3556,6,200,19,108,47,56,56,2373,156,0,2,443,359,70,738736,67.27707869,903.0289576,2.030495333,31.9464599,11.77687293,225.791081,912.2338697,533.072708,50.62701696,8.392714041,14.07810097,58.34289922,0,0,0,369.5501505,481.3627602,0.812198133,27.0732711,2.571960755,14.61956639,6.362218709,7.580515908,7.580515908,321.2243616,21.11715146,0,0.270732711,59.96729549,48.59652163,9.475644885
ND,2015,643,8418,22,313,105,2315,6879,4981,975,50,132,340,3,0,0,3209,3241,5,265,19,582,49,54,50,2946,319,6,2,515,449,129,755537,85.10503126,1114.174422,2.911836217,41.427488,13.89740013,306.4045838,910.4782426,659.2661908,129.0472869,6.617809584,17.4710173,45.00110517,0.397068575,0,0,424.7310191,428.9664173,0.661780958,35.0743908,2.514767642,77.03130356,6.485453393,7.147234351,6.617809584,389.9213407,42.22162515,0.79413715,0.264712383,68.16343872,59.42793007,17.07394873
ND,2016,757,11067,172,335,124,2647,6342,5658,698,60,132,366,0,0,0,3014,3167,8,277,14,827,23,55,76,3251,349,4,7,534,382,99,756114,100.1171781,1463.668177,22.74789251,44.30548833,16.39964344,350.0794854,838.7624088,748.2998595,92.31412194,7.935311342,17.45768495,48.40539919,0,0,0,398.6171397,418.8521837,1.058041512,36.63468736,1.851572646,109.3750413,3.041869348,7.274035397,10.05139437,429.9616195,46.15706097,0.529020756,0.925786323,70.62427094,50.52148221,13.09326371
ND,2017,769,12010,18,352,107,2502,6404,5656,685,53,161,414,1,1,0,3143,3124,2,297,6,674,38,67,68,3078,309,1,7,497,319,119,756755,101.618093,1587.039398,2.37857695,46.51439369,14.13931854,330.6221961,846.2448216,747.401735,90.51806727,7.003587687,21.27504939,54.70726986,0.132143164,0.132143164,0,415.3259641,412.815244,0.264286328,39.24651968,0.792858983,89.06449247,5.021440228,8.853591982,8.985735145,406.7366585,40.83223765,0.132143164,0.925002147,65.67515246,42.15366929,15.7250365
ND,2018,736,11188,11,278,106,2048,5575,5719,489,34,149,377,1,2,0,2688,2796,6,267,12,632,11,69,63,3238,284,0,8,468,353,87,760062,96.83420563,1471.98518,1.447250356,36.57596354,13.9462307,269.4517026,733.492794,752.4386168,64.33685673,4.473319282,19.60366391,49.60121674,0.131568214,0.263136428,0,353.6553597,367.8647268,0.789409285,35.12871318,1.57881857,83.15111136,1.447250356,9.078206778,8.288797493,426.0178775,37.36537282,0,1.052545713,61.57392423,46.4435796,11.44643463
ND,2019,736,10627,21,326,69,2252,4914,5365,328,50,171,501,2,0,0,2666,2553,8,287,18,519,19,71,64,3163,316,0,1,518,311,105,763724,96.36989279,1391.471264,2.749684441,42.68557751,9.034677449,294.870922,643.4261592,702.478906,42.94745222,6.546867717,22.39028759,65.59961452,0.261874709,0,0,349.0789866,334.2830656,1.047498835,37.57902069,2.356872378,67.9564869,2.487809732,9.296552158,8.379990677,414.1548518,41.37620397,0,0.130937354,67.82554954,40.7215172,13.7484222
ND,2020,953,10063,22,389,170,1847,4629,4804,418,39,180,565,0,0,0,2349,2700,7,348,28,425,14,58,69,3376,352,1,8,514,295,86,779563,122.2479774,1290.851413,2.822093917,49.89975153,21.80708936,236.927612,593.7942155,616.2426898,53.61978442,5.002802852,23.08985932,72.47650286,0,0,0,301.3226641,346.3478898,0.897938974,44.64039468,3.591755894,54.51772339,1.795877947,7.44006578,8.851112739,433.0631392,45.15350267,0.128276996,1.02621597,65.93437605,37.84171388,11.03182167
ND,2021,665,9176,36,343,79,1481,4119,4209,0,31,114,563,1,0,0,1937,2098,6,235,11,360,6,53,54,3146,348,0,0,533,253,90,777982,85.47755604,1179.461736,4.627356417,44.08842364,10.15447658,190.3643015,529.4466967,541.0150878,0,3.984668026,14.65329532,72.36671285,0.128537678,0,0,248.9774828,269.672049,0.771226069,30.20635439,1.413914461,46.27356417,0.771226069,6.812496947,6.941034625,404.3795358,44.73111203,0,0,68.51058251,32.5200326,11.56839104
ND,2022,702,9437,39,371,104,1368,4451,3854,0,34,117,538,0,0,0,2410,2227,8,298,19,332,3,46,82,3289,273,0,0,507,262,100,778912,90.12571382,1211.561768,5.006984101,47.63054106,13.3519576,175.6295962,571.4381085,494.7927365,0,4.365063062,15.0209523,69.07070375,0,0,0,309.4059406,285.9116306,1.027073662,38.2584939,2.439299947,42.62355696,0.385152623,5.905673555,10.52750503,422.2556592,35.04888871,0,0,65.09079331,33.63666242,12.83842077
OH,2014,4104,56005,206,4992,502,16913,36190,37310,2656,53,1159,2604,35,0,0,34422,8692,5,781,222,1982,1558,507,2214,33443,3461,52,27,4012,3341,703,11606573,35.35927444,482.5283053,1.774856368,43.0101116,4.325135421,145.7191541,311.8060775,321.455782,22.88358502,0.456637803,9.985721022,22.43556302,0.301553266,0,0,296.5733296,74.88859976,0.043079038,6.728945745,1.91270929,17.07653069,13.42342826,4.368214459,19.07539805,288.138454,29.81931014,0.448021996,0.232626806,34.56662014,28.78541323,6.056912751
OH,2015,3902,56769,219,4411,622,16259,35613,34858,1785,26,1085,2382,64,0,0,33251,7132,5,814,181,1918,1279,457,2084,32338,3299,36,84,3691,3399,673,11622315,33.57334576,488.4482997,1.884306182,37.95285191,5.351773722,139.8946767,306.41916,299.923036,15.358386,0.223707583,9.33548953,20.49505628,0.55066482,0,0,286.0961865,61.3647109,0.043020689,7.003768182,1.557348945,16.50273633,11.00469227,3.932090982,17.93102321,278.2406087,28.38505065,0.309748961,0.722747577,31.75787268,29.24546444,5.79058475
OH,2016,4792,62403,276,4103,549,15545,26571,38708,2168,21,1086,2369,41,0,0,31274,6330,19,718,223,1737,1339,505,2011,31289,3758,31,102,3801,3898,606,11640060,41.16817267,536.105484,2.371121798,35.2489592,4.716470534,133.5474216,228.2720192,332.5412412,18.62533355,0.180411441,9.329848815,20.35212877,0.352231861,0,0,268.675591,54.38116298,0.163229399,6.168353084,1.915797685,14.92260349,11.50337713,4.338465609,17.27654325,268.8044563,32.28505695,0.266321651,0.876284143,32.65447085,33.48779989,5.206158731
OH,2017,6331,64689,299,4648,568,13468,16127,41394,4782,22,1057,2390,23,1,0,32102,5610,9,992,272,1765,1167,491,2268,36807,3374,6,159,4235,4448,521,11665706,54.27018305,554.5228038,2.563068193,39.84328081,4.868972354,115.4495064,138.2428119,354.8349324,40.99194682,0.188586957,9.060746088,20.48740128,0.197159092,0.008572134,0,275.1826593,48.08967413,0.07714921,8.50355735,2.331620564,15.12981726,10.00368087,4.208918003,19.44160088,315.5145518,28.92238155,0.051432807,1.362969374,36.30298929,38.12885392,4.466082036
OH,2018,6778,64775,285,3979,408,10859,14995,42702,6129,19,888,2319,26,0,1,29359,5181,13,988,280,1437,815,548,1994,37176,3013,4,53,4062,4440,500,11680892,58.02639045,554.5381295,2.43988216,34.06417935,3.492883934,92.96379078,128.3720456,365.5713964,52.47030792,0.162658811,7.60215915,19.85293589,0.222585741,0,0.00856099,251.3421064,44.35448937,0.11129287,8.458258154,2.39707721,12.30214268,6.977206878,4.691422539,17.07061413,318.2633655,25.79426297,0.03424396,0.453732472,34.77474152,38.01079575,4.280495017
